,Tweets,Sbjectivity_Scale,Polarity_Scale,Sentiment_Tags
760,deep vein thrombosis,0.4,0.0,Neutral
761,worse ca figure pack plane screw connect claim hot room san fran strand pax way go,0.7250000000000001,-0.07500000000000001,Negative
762,4 passenger 2 hour delay flight leave hotel end night hou airport wif help t co zfqmpgxvs6,0.0,0.0,Neutral
763,united flight ah po leave late flight one back ah early rather get po earlier,0.35,-0.049999999999999996,Negative
764,lose bag process broken agent promise i d call amp hold bag find wake delivery fail,0.35,-0.45,Negative
765,people counter helpful see nobody flight austin 10 55 still sit,0.0,0.0,Neutral
766,unfortunately still tarmac fly2ohare definitely miss ride flypdx gonnabealongnight,0.75,-0.25,Negative
767,darquenloveli regret hear please let u know need assistance kno finally able secure seat,0.6125,0.45,Positive
768,time check open flight ua manchester newark today,0.5,0.0,Neutral
769,good know open closed door premier passenger safety briefing delay flight annoy,0.4000000000000001,0.19999999999999998,Positive
770,sent,0.0,0.0,Neutral
771,yea get phoenix already delay day people bullshit,0.0,0.0,Neutral
772,consolation staff stellar hour delay encounter every one 4 flight,0.25,0.25,Positive
773,flight ua3576 gate tell ray somehow make 736 flight ah wait 917 one,0.0,0.0,Neutral
774,unfortunate tumitravel xmas gift look like razor rip right front pocket picture,0.7678571428571428,-0.10714285714285715,Negative
775,thanks ask,0.2,0.2,Positive
776,lose bag cancel lighted flight delhi call center poor united staff spread thin stress name,0.5166666666666667,-0.3,Negative
777,yes make mistake le absurd change fact inconveniently miss luggage tonight,1.0,-0.55,Negative
778,constantly challenge upgrade amp charge order prevent dot pay add 180 help t co xc6jq70r7b,0.3333333333333333,0.0,Neutral
779,ord wait 20 min crew member leave gate item come flight attendant sarcastically say good luck walk away,0.5,0.44999999999999996,Positive
780,follow back please happily link i d rather share travel plan publicly,0.35555555555555557,0.26666666666666666,Positive
781,,0.0,0.0,Neutral
782,favorite airline,1.0,0.5,Positive
783,seriously fail make stranger share room,0.29999999999999993,-0.5,Negative
784,luke_mcintosh68 nah would,0.0,0.0,Neutral
785,need asap make today flight,0.0,0.0,Neutral
786,agent split reservation ca cancel flight refund credit,0.0,0.0,Neutral
787,vacation go ruin 3 day rain change fee 2 u nearly cost original flight help,0.575,0.2375,Positive
788,sent message let know asap,0.0,0.0,Neutral
789,would make share room,0.0,0.0,Neutral
790,tried call w 25 min pin wait mean i d miss option anyway,0.6875,-0.3125,Negative
791,ask guy flight 1146 wi wait u get delay flight san diego pretty please,1.0,0.25,Positive
792,still wait find rep work hard upset wait tomorrow get mammoth,0.5416666666666666,-0.2916666666666667,Negative
793,early felt think call appropriate yes review nada avail next day expect full refund,0.3375,0.2375,Positive
794,understand thanks,0.2,0.2,Positive
795,ask call get fix tweet question stall make thing worse phone number please,0.6,-0.4,Negative
796,yo yo yo stick tarmac 2 hour fly2ohare go miss ride flypdx help please helpimstuck united,0.0,0.0,Neutral
797,highly unprofessional overbook flight 12 seat amp feel rearrange schedule mismanagement,0.5399999999999999,0.16,Positive
798,well consider every agent claim unable help everything else waste time hear call corp,0.25,-0.35,Negative
799,man ca wait book ticket thanks life sabe,0.2,0.2,Positive
800,ice totally understand large number u face 15 hour time overnight cancel flirtation seem like,0.5892857142857143,0.10714285714285714,Positive
801,felt 1249 cancel light get email 3 30 happen courtesy pin call book diff airline amp city,0.7,0.4,Positive
802,tag number 0016 964012 0016 964077 0016 964078 let find bag,0.0,0.0,Neutral
803,well train support staff appropriate decorum consider revisit terrible provide death certificate policy,0.75,-0.25,Negative
804,well bar set low guy really good apology game change u guy learn,0.4333333333333334,0.09999999999999998,Positive
805,post disappointment frequent unite flyer simple 1 bad apple spoil bunch,0.430952380952381,-0.29999999999999993,Negative
806,guy continue impress houston help t co cih1qnllcm,0.0,0.0,Neutral
807,way make phone call need handle via twitter email web thank,0.0,0.0,Neutral
808,please help ethiopia adopt two year old child exist confirmation need add child reservation,0.2,0.1,Positive
809,question onboard 110 volt outlet plane,0.0,0.0,Neutral
810,website deserve new design himl,0.45454545454545453,0.13636363636363635,Positive
811,thanks eff holiday miss full day ski due baggage team incompetence flow,0.375,0.1416666666666667,Positive
812,twitter let,0.0,0.0,Neutral
813,hope,0.0,0.0,Neutral
814,agent help person front finish walk away guy behind shocked,0.75,-0.55,Negative
815,connection ord exact plane check carryon apparently take amp left chicago pretty ridiculous,0.52,0.04333333333333335,Positive
816,encourage crap tonight,0.8,-0.8,Negative
817,yes file claim soon carousel stop without bag get email find sched delivery,0.0,0.0,Neutral
818,idea monitor mileage member travel pattern enough know change job lose status make transition easier,0.5,0.0,Neutral
819,delay debacle manually enter baggage tag really worst cust service day ker friendlyskies,1.0,-1.0,Negative
820,tell u flight delay tell u time 20 min spare say delay unless sure,0.8888888888888888,0.5,Positive
821,yes osaka zambia guess bag never make plane iad,0.0,0.0,Neutral
822,flight voucher,0.0,0.0,Neutral
823,late flight denver late flight newark let even get disaster checking bag unacceptable,0.6,-0.3,Negative
824,let think i ve ever fly problem worst airline period,0.95,-0.09999999999999998,Negative
825,yes file claim amp hope receive luggage ridiculous purchase item go sleep amp reimbursement,1.0,-0.3333333333333333,Negative
826,ua938 ord lhr bag load min late flight frigid air cabin plane feel like fall apart upgrade long haul fleet,0.6666666666666666,-0.4166666666666667,Negative
827,flight attendant never serve beverage tea check give ua6076 nottoo,0.4,0.2,Positive
828,load balance system apparently systemwide major impact unite airline flight cyberattack,0.425,0.05625,Positive
829,unscheduled refuel stop miss 2 connect flight home look award bed big pub amp sandwich,0.1,0.0,Neutral
830,americana spent hundred rectify situation guy go quiet,0.21666666666666667,-0.05,Negative
831,ua276 sit ear nearly hour sked pilot say computer clue leave help,0.4,0.1,Positive
832,americana end come travel literally extra day half,0.13333333333333333,-0.08333333333333333,Negative
833,make upgrade list fly est tomorrow 40 min first time ever statusmatchpaidoff help t co atfrkp6goy,0.6166666666666667,0.525,Positive
834,refund u vacation get free room night make make u sleep dia,0.8,0.4,Positive
835,thanks reminder fun ride help t co ppva4rch9f,0.2,0.25,Positive
836,receive luggage also look leave snow arrive ask 50 people refund,0.0,0.0,Neutral
837,update a320 aircraft wifi device entertainment outlet get charge device,0.0,0.0,Neutral
838,one scan inside plane ask people line around plane go,0.0,0.0,Neutral
839,5 gate change two delay even crew think airline suck,0.0,0.0,Neutral
840,frustrate waste 2 day due equipment failure,0.225,-0.2138888888888889,Negative
841,computer stop give update take flight info app ridiculous keep people update,1.0,-0.3333333333333333,Negative
842,soooo 15 day i ve offer response assume poor treatment gate agent norm,0.6,-0.4,Negative
843,terrific many thanks look forward back ua tomorrow great flight vancouver,0.49000000000000005,0.3,Positive
844,call 800 result hold time amp day wait check suspect code share fare nothing investigated__y time waste 2 2,0.0,-0.2,Negative
845,take week cust care respond case 8477733 request refund wifi work get update,0.0,0.0,Neutral
846,appreciate effort get home,0.0,0.0,Neutral
847,correct i ve spent hour try book online receive error click final purchase button 1 2,0.55,-0.05,Negative
848,today finest could prevent one gate agent advise 200 passenger,0.0,0.0,Neutral
849,real deal delay flight ua 1032 denver vega,0.30000000000000004,0.2,Positive
850,ua madrid arrive agent mass confusion send fro 3 ua employee mary rude unhelpful,0.6,-0.3,Negative
851,system failure bad trend software project like fly airplane thing emergency takeoff,0.6222222222222222,-0.07222222222222219,Negative
852,lot report system failure delay flight last week currently sit tarmac ogg hour,0.25555555555555554,-0.10555555555555557,Negative
853,reboot chicago dispatch system need pivotal tired sitting plane,0.75,0.04999999999999999,Positive
854,despite shaky connection look like get home tonight great job unite touch go,0.625,0.23333333333333336,Positive
855,help t co hj5kq82chn however completely controlthe price still display help t co hj5kq82chn,0.4,0.1,Positive
856,aircraft closest gate flight one closest gate go chicago,0.0,0.0,Neutral
857,tell file claim clothing purchase,0.0,0.0,Neutral
858,comically return flight ase two united flight board adjacent gate clear plane board,0.6916666666666667,0.3,Positive
859,grk13575m file reference,0.0,0.0,Neutral
860,would contact discus poor experience customer service would give shot,0.6,-0.4,Negative
861,ua 746 pacific rim date night cut constantly randomly one spot repeatable,0.5,-0.5,Negative
862,try since 1230 file report,0.0,0.0,Neutral
863,send email bad experience send back generic response yet another reason never fly,0.39166666666666666,-0.27499999999999997,Negative
864,mom leave kindle flight 1544 today burgundy case light seat anyone find,0.7,0.4,Positive
865,ticket 0162424965446 please refund unnecessary upgrade fee,0.9,-0.4,Negative
866,horrible lose carpet expect u use loner carpet safety regulation say illegal use use car seat,0.75,-0.75,Negative
867,thank,0.0,0.0,Neutral
868,decision mandarinjourney united i d love try service offer status match help t co xbqqqbrgvf kp_,0.6,0.5,Positive
869,info united momsgoodeats great amenity kit pa include status match kp_,0.75,0.8,Positive
870,care thehipmunk link show wrong price site__t site amp responsibility ensure correctness,0.9,-0.5,Negative
871,flight lie flat seating sol pox around date march 5,0.125,-0.025,Negative
872,need get home telling night compensation anything do,0.0,0.0,Neutral
873,lovelace baggage fee waive premier member please see help t co u6duw27mde jp_ point membership,0.0,0.0,Neutral
874,wonderful bag claim people finally bag catch earlier flight original flight land wastedtime,0.8125,0.34375,Positive
875,die thank,0.0,0.0,Neutral
876,thanks touch,0.2,0.2,Positive
877,thanks karen salisbury ah amaze customer service find daughter bag lose ua1516 make day,0.2,0.2,Positive
878,3 day late flight bag leave iad united help everyone tell different story,0.6,-0.15,Negative
879,renoairport hi direct flight houston reno begin see day march,0.4,0.1,Positive
880,like continental chicken feat fair,0.925,0.04999999999999999,Positive
881,assist current flight status felt 1016 dew tomorrow 6 55am,0.4,0.0,Neutral
882,left comment customer care thanks contact,0.1,0.1,Positive
883,lose gate check bag den ord direct flight ugh,0.4,0.1,Positive
884,catch earlier flight ord gate check bag i ve lose o hare original flight land minute frustrate,0.625,0.1875,Positive
885,thanks much ____united jitterbug see spoke reservation team i ve reinstate flight thanks eye,0.20000000000000004,0.20000000000000004,Positive
886,captain behalf front office welcome board never hear laugh hard funnycaptain,0.5138888888888888,0.26944444444444443,Positive
887,please follow miss bag,0.0,0.0,Neutral
888,clear luggage comment reference photo attach flight 6232 jam help t co pnbajfkmhg,0.3833333333333333,0.10000000000000002,Positive
889,great fare,0.75,0.8,Positive
890,left item plane call non stop one answer please help,0.0,0.0,Neutral
891,awesome book next christmas vacation december way want devalue mileage plus,0.5,0.5,Positive
892,good number call speak someone fix 50 people luggage saturday,0.6000000000000001,0.7,Positive
893,thank u secure room night helpful customer service rep dorns thank u 2 goodenoughmother,0.6,0.4,Positive
894,damn bag,0.0,0.0,Neutral
895,well someone tell employee denver baggage claim still bag,0.0,0.0,Neutral
896,greeting ua club member idea use air canada lounge yer fly ua tomorrow,0.9,0.8,Positive
897,mexico international u,0.0,0.0,Neutral
898,divert miss connect flight tell bag way people care,0.0,0.0,Neutral
899,male agent la threaten canadian cust cust take pic gate agent announce ca help rebook friendlyskies,0.1,0.0,Neutral
900,apollochplayers want go home tonight cancel flight last leg reserve permission perps,0.06666666666666667,0.0,Neutral
901,stress rude agent overwhelm dead flight laden 1657 yell several people pretty friendlyskies,0.5,-0.0625,Negative
902,land boston 9 last night 15 hour travel rough tho,0.23333333333333334,-0.05,Negative
903,fail cancel light flight get use reserve home ah sea relight book problem permission perps,0.49999999999999994,-0.04999999999999999,Negative
904,sent thank u unite goodenufmother please confirmation number relight book problem need thank key,1.0,0.0,Neutral
905,make fly list airline wait connector late flight stuck ah free hour power choice untrammeled nothing prevents able like best every pleasure welcome every pain avoid certain circumstance owe claim duty obligation business frequently occur pleasure repudiate annoyance accept wise man therefore always hold matter principle selection reject pleasures secure greater pleasure else endures pain avoid worse pain,0.6330357142857143,0.39285714285714285,Positive
906,deal u provide voucher overnight cozy floor share gross helpmeplease anyonethere,0.375,-0.09999999999999999,Negative
907,also mere fact go online issue statement vice call talk directly one good example,0.5,0.09999999999999998,Positive
908,thank fly newark vail eagle,0.9,0.8,Positive
909,weekend deal company would say otherwise,0.0,0.0,Neutral
910,help t co 5hpsqvrjk8 flight go get plane businesstravel goodenoughmother,0.0,0.0,Neutral
911,proper response sorry wait flight look issue delta would handle,0.55,-0.25,Negative
912,customer service terrible stand inline 3 hour flight 4 hour late flight still bag disgutedindenver,0.8,-0.65,Negative
913,please upload march on demand entertainment list website ___,0.0,0.0,Neutral
914,inadequate accident,0.0,0.0,Neutral
915,reek rockinwellness denver international airport hate t co tkvmhbkec3,0.45,-0.4,Negative
916,thank respond quickly helpful tool dusty,0.55,-0.033333333333333354,Negative
917,boarding time show 35 min gate agent start 45 show 4 00 check bag help t co zcbjyo6lsn,0.0,0.0,Neutral
918,agent la let 20 customer know ca help rebook delayed flight den unfriendlyskies help t co quzvmk2rtr,0.0,0.0,Neutral
919,empathizes disappointment outclass flight nonworking entertainment worth 50 unfriendlyskies help t co loeco4gmvd,0.25,-0.15,Negative
920,work,0.0,0.0,Neutral
921,see message today o donnell douglas 10 model hear read goodnight,0.0,0.0,Neutral
922,search mileage ticket bom could find single one saver award see play earn mile ca use,0.21428571428571427,-0.07142857142857142,Negative
923,flight arrive 30 minute early wait hour bag,0.3,0.1,Positive
924,issue fact one even call despite promise confirm bag location,0.0,0.0,Neutral
925,girl get ta get flight name change buy one mean ex boyfriend need girl trip stat,0.6875,-0.3125,Negative
926,thank sign notification shall watch wait ______,0.0,0.0,Neutral
927,still wait hear back wallet steal one plane would appreciate resolution,0.0,0.0,Neutral
928,would love someone could get back austin tonight wish wait til tomorrow morning,0.3,0.25,Positive
929,alyssa lose baggage heard different thing different employee unite alyssa say nothing,0.6,0.0,Neutral
930,think mile repair damage do interesting travel unite exp worst flight ever,0.75,-0.25,Negative
931,0530 flight dew tuesday far advance give notice cancel light,0.85,0.25,Positive
932,sign notification first trip updated sure happen,0.611111111111111,0.375,Positive
933,thank take care everything make right experience use open app find flight changed,0.5178571428571428,0.14285714285714285,Positive
934,line response wait tomorrow morning flight overbooked,0.0,0.0,Neutral
935,take exact aircraft lax 3 day ago fit problem agent today tell nonsense policy change,0.325,0.325,Positive
936,helpful agent club help baggage fee night life stop business silverairways,0.0,0.0,Neutral
937,never hear help t co qdebyahqfm,0.0,0.0,Neutral
938,charge ticket change fee incur mysterious cost incur united,1.0,0.0,Neutral
939,exhaust amp frustrate link fu post abt travel issue hat t co larkc8vc4s,0.0,0.0,Neutral
940,deny get plane get chance prove fit rookie read bio,0.4,0.4,Positive
941,exactly point fit premier access board group 2 return ticket i ve 15 yr,0.325,0.325,Positive
942,i ve never experience worst customer service place blame rideshare partner assume responsibility unacceptable,1.0,-1.0,Negative
943,currently board check terrible staff rude expensive luggage throw around etc,0.675,-0.45,Negative
944,fuck void ticket keep money even apology never fly airline unitedairlines,0.75,-0.4,Negative
945,worst customer sac kevin rep call center must investigate baggage lose help argument,0.55,-0.55,Negative
946,sell ticket silverairways help t co onhxhco6bk terrible service ua staff reach silver,1.0,-1.0,Negative
947,get demote gold cuz hubby get 100 pod tho neuf spend 4 gold spousal discrimination angry,1.0,-0.5,Negative
948,thank,0.0,0.0,Neutral
949,direct flight belfast newark resume winter break thanks,0.30000000000000004,0.15000000000000002,Positive
950,favorite way travel thank help t co vgn2x1ckg0,1.0,0.5,Positive
951,yes awful weather appear get home,1.0,-1.0,Negative
952,yes lot terrible customer service newark despite raise complaint ignore hence tweet,0.6,-0.65,Negative
953,lovely new plane lga ord power outlet,0.6022727272727273,0.3181818181818182,Positive
954,tweet id number wo reveal home address anyone web,0.0,0.0,Neutral
955,file delayed bag report saturday flight cancel light never go anywhere,0.7,0.4,Positive
956,person currently gate 73 lax,0.4,0.0,Neutral
957,need land ear baggage claim file send employee droppeditoffyet,0.0,0.0,Neutral
958,rarely cease amaze worse hope last time fly,0.6166666666666667,0.175,Positive
959,thank quick response follow well,0.5,0.3333333333333333,Positive
960,icloud yet please help 917 703 1472,0.0,0.0,Neutral
961,need phone number baggage claim lax mom leave phone someone call say would put,0.0,0.0,Neutral
962,response back,0.0,0.0,Neutral
963,atrocious customer service,1.0,-0.7,Negative
964,honor absurdly low mistake fare help t co 2z3jv73ilw via usatoday,0.3,0.0,Neutral
965,albanyairport delay departure check bag gate claim space fill walk open space delay poorcustomerservice,0.5,0.0,Neutral
966,cancel lighted flight reason amp phone hour vacation,0.0,0.0,Neutral
967,dfpietra response shake head back forth ask letterfrom customer service apology,0.0,0.0,Neutral
968,thanks ask mile rob europe multiple destination could stop u walkway back mileage diff,0.06666666666666667,0.06666666666666667,Positive
969,course bag frustrate,0.0,0.0,Neutral
970,worst avoid like plague,1.0,-1.0,Negative
971,worst airline world,1.0,-1.0,Negative
972,someone need resolve correctly extremely disappointed service receive terrible management,0.875,-0.875,Negative
973,premier gold desk change flight waive fee give wrong flight jana acosta salt lake refuse service angry,0.95,-0.5,Negative
974,give one thing consistent unfortunately consistent job well alwaysdelayedonunited,0.25,0.25,Positive
975,right angry,0.7678571428571428,-0.10714285714285715,Negative
976,first time fly unite also last time terrible back virginatlantic branson virginatlantic unitedairlines,0.45999999999999996,0.010000000000000009,Positive
977,use committed continentalairlines flyer merger remember switched southwestair communicationfail,0.0,0.0,Neutral
978,least could offer ticket coach instead cancel fight reservation glitch nothir,0.4,-0.3,Negative
979,say make flight poor non communication unaccounted lost time amp lot frustrate flyer stand around,0.6,-0.4,Negative
980,think would better,0.5,0.5,Positive
981,gate announcement state delay due maintenance yet app say late flight arrive aircraft tell truth unfriendly,0.4875,-0.2125,Negative
982,easily worst company ever experience lose someone personal possession amp could care less,0.45555555555555555,-0.3888888888888889,Negative
983,app show arrive aircraft early depart flight delayed due late flight arrive aircraft unfriendly,0.425,-0.10833333333333332,Negative
984,already airport 12 late flight still guy really kill today try stay positive,0.4484848484848485,0.04242424242424243,Positive
985,united service level reach etch let realistically lufthansa ill consider,1.0,-0.5,Negative
986,really someone call sick someone forget call replacement hour late flight take theworst,0.5523809523809523,-0.2714285714285714,Negative
987,ask flight attendant typical compensation would amp say might get free unacceptable,0.5666666666666668,0.14444444444444446,Positive
988,do,0.0,0.0,Neutral
989,thank oh appreciate prompt responses passenger,0.0,0.0,Neutral
990,disappointment today simply put rather pleased thing currently flight delay cant wait get home,0.5392857142857143,-0.024999999999999994,Negative
991,round trip non english speaking friend strand twice 12 hour time staff member rude anyone love pursues desire obtain pain pain occasionally circumstance occur toil pain procure great pleasure take trivial example u ever undertake laborious physical exercise except obtain advantage,0.3739795918367347,0.1142857142857143,Positive
992,find group people actually hat people isi thats right unite airline,0.31785714285714284,0.14285714285714285,Positive
993,nope walk amp orf terminal amp united agent find show last minute board u many panic people,0.2833333333333333,0.25,Positive
994,thank,0.0,0.0,Neutral
995,time finally get dallas could drive le frustration cheaper,1.0,0.0,Neutral
996,try get final destination need compensation personal time waste,0.43333333333333335,-0.06666666666666667,Negative
997,guy really customer service clue could spend effort clear bin rollerboards instead art project mine,0.29166666666666663,0.15000000000000002,Positive
998,priority iove,0.0,0.0,Neutral
999,pleased premier platinum,1.0,0.5,Positive
1000,put bag plane seattle flight 1212 wait line talk someone bag status matter,0.0,0.0,Neutral
1001,camille hahaha american company would say great sarcasm,0.3833333333333333,0.3333333333333333,Positive
1002,think actually like screen camille ______,0.1,0.0,Neutral
1003,apparently ask 20 people board plane big miscalculation make,0.22499999999999998,0.025,Positive
1004,shame choose united may difference reunite age friend never see poorservice,0.0,0.0,Neutral
1005,hi guy general enquires email address please thanks david,0.35,0.125,Positive
1006,check status claim go 2 month attention upset,0.0,0.0,Neutral
1007,flight delayed due maintenance lit cause miss connection ah help,0.375,-0.125,Negative
1008,unitedairlines plus fix aspenbaggagefail issue pay way aspen flight cancel flight leave u cold den,1.0,-0.6,Negative
1009,read bio see work never encounter airline disappoint understatement,0.0,0.0,Neutral
1010,customer care email phone rep speak many issue ca place 2000 character,0.5,0.5,Positive
1011,united truu_tall certainly take look please follow confirmation number assistance jh_,0.5714285714285714,0.21428571428571427,Positive
1012,process recover car rental condo rental florida call united alternate flight answer,0.0,0.0,Neutral
1013,buy 2 yo seat 3 leg trip car seat require allow child still sit mom takeoff,0.0,0.0,Neutral
1014,thanks listen definitely person line think absurd,0.5666666666666667,-0.09999999999999999,Negative
1015,i ve wait tarmac ihr apparently ua1116 overweight amp returned gate wif fu,0.35,0.05,Positive
1016,thank mention board ask person measure bag another woman men ask,0.0,0.0,Neutral
1017,ca leave tarmac united gate agent agree head count 20 min count 100 people max epicfailunited,0.0,0.0,Neutral
1018,real dedication amp concern apology fix issue miserable issue i ve past 6 mo,0.5166666666666667,-0.35000000000000003,Negative
1019,block im ing would rather complain public forum,0.06666666666666667,0.0,Neutral
1020,ok submit thanks opportunity give feedback,0.35,0.35,Positive
1021,big thanks winston assist phone baggage claim issue today really go extra mile,0.13333333333333333,0.06666666666666667,Positive
1022,soon do article thanks tom,0.2,0.2,Positive
1023,book flight 2 779 charge 389 50 twice mean ca redeem ca point properly would go elsewhere,0.39375,-0.15625,Negative
1024,i ve ton problem get bag give run around day whats,0.0,0.0,Neutral
1025,pedophile airline split 10 yr old daughter row apart flight 1254 boston,0.2,0.1,Positive
1026,wait 2 day military bag airport 3 hour away horrible,0.55,-0.55,Negative
1027,arrive 25 minute early nice equipment ready wait 30 minute luggage far time gain wipe,0.7,0.24999999999999997,Positive
1028,musician real dirty lax i ve never block get flight bass,0.75,-0.5249999999999999,Negative
1029,rebooked line 300 people deep,0.4,0.0,Neutral
1030,play along home help t co 2b4bdtldx2,0.0,0.0,Neutral
1031,flea yes say take hour,0.0,0.0,Neutral
1032,whose pay actually fly 30k year deserve well service ca holder,0.9,0.8,Positive
1033,ok thank help,0.5,0.5,Positive
1034,happy flyer ua flight 1161 cleveland sunday 2 22 stay tune blog article help t co vdfdodqvgx,1.0,0.8,Positive
1035,united imran_r44 question wait time baggage ua6366,0.0,0.0,Neutral
1036,flight 1491 plane den basically time,0.0,0.0,Neutral
1037,thanks program comment system assign seat behind even though pair available change back,0.32499999999999996,0.05,Positive
1038,20 min delay felt 2086 2 load 2 pax make sense strand many u overnight ord due miss can,0.4375,0.1875,Positive
1039,head check 8 bag 2 check arrived claim 2 people bag help t co dplq3mhqgd,0.0,0.0,Neutral
1040,must drone united keambleam understand frustration bag team work hard get bag,0.5416666666666666,-0.2916666666666667,Negative
1041,change make 3 hour something take second online thrill loved agent though,0.4,0.35,Positive
1042,flight attendant understand understand english mean deaf stop yell english slowly,0.2975,-0.0825,Negative
1043,appropriate ask public hence united employee new answer process hassle cancel light,0.4303030303030303,0.2590909090909091,Positive
1044,well big terribly high expectation point,0.31999999999999995,0.08,Positive
1045,like try make hate airline fee check bag never mention ticket rude agent,0.75,-0.55,Negative
1046,nice app say u 4972 delay weather pilot say wait fuel one ur control one,1.0,0.6,Positive
1047,please robin ear premiere desk help get earlier flight work huge thanks,0.5333333333333333,0.20000000000000004,Positive
1048,ok thank provide complimentary hotel accommodation since stay overnight,0.5,0.4,Positive
1049,originally try share detail link jimmy samartzis vice president customer experience send expire,0.75,0.375,Positive
1050,really 3 delay 4 gate change amp board u send u back amp board u wo change flight go,0.1,0.1,Positive
1051,would help integrate app activate surf,0.0,0.0,Neutral
1052,ac go 20 minute return mojave desert pressurecooker deathtrap,0.0,0.0,Neutral
1053,nope still one help give united badservice,0.0,0.0,Neutral
1054,8602947 jon help t co 58tutgli0d thanks,0.2,0.2,Positive
1055,airline cause miss connection u would think would take whatever step remedy screw,0.0,0.0,Neutral
1056,i d thank help take 6 hour reply get message middle night actually helpful,0.05,0.0,Neutral
1057,flight ua1270 descend farce leave ear yet go get worse,0.55,-0.4,Negative
1058,tell due ua fly direct dublin go london complete shamble,0.5187499999999999,0.21875,Positive
1059,45 min ear baggage claim stillnobags ridiculous,1.0,-0.3333333333333333,Negative
1060,book problem travel writer trip host need happy land cute pa unite,1.0,0.65,Positive
1061,see united,0.0,0.0,Neutral
1062,find thanks,0.2,0.2,Positive
1063,standby denver delay confirm aspen whose flight cancel light day 0 confidence,0.7,0.4,Positive
1064,yes back plane delay due baggage load issue help t co nfaqhhr09j,0.1875,-0.0625,Negative
1065,u cancelled flight finally get standby 4 flight day missedwork clientnothappy help t co suprlfoi8t,1.0,0.0,Neutral
1066,thank kindness agent go amp beyond get strand family home,0.0,0.0,Neutral
1067,see justifiable cost get early flight seat airline charge conveniently get passenger early,0.3,0.1,Positive
1068,woke notification flight move 1 5 early barely make flight 3 layover want hop earlier option,0.3,0.05000000000000001,Positive
1069,delayed baggage claim land hopefully bag break damage lose result complaint,0.2,-0.3,Negative
1070,do want send screen shot second call 45 minute,0.0,0.0,Neutral
1071,look beauty 10 united airline help t co mvyoizrpde,0.0,0.0,Neutral
1072,thanks fill form soon land like dupe hope appreciate feedback amp well,0.2,0.2,Positive
1073,line denver rebook due weather issue well help t co tmccexyaaq,0.375,-0.125,Negative
1074,one suffer understand delay understand try speed process delay extent,0.0,0.0,Neutral
1075,2 cancel lighted flight late flight agent claim put new flight cancel lighted coworker get flight delayed,0.5272727272727272,-0.08181818181818182,Negative
1076,urgency ridiculous ceo claim customer focus yet delay happen plane sit customer,1.0,-0.3333333333333333,Negative
1077,ask full refund delay 3 hour give reason enough give partial credit,0.45,0.08333333333333333,Positive
1078,flight schedule 11 56 1 05 move never flight everyone move without sense,0.0,0.0,Neutral
1079,ok,0.5,0.5,Positive
1080,ca confirmation g8cvwj please way make kalua tonight thank,0.0,0.0,Neutral
1081,go hell,0.0,0.0,Neutral
1082,since bulkhead seat bag floor u reserve head space seat ab ua246 impress,0.0,0.0,Neutral
1083,definitely,0.5,0.0,Neutral
1084,would helpful could refresh boarding time info board pass delay flight,0.0,0.0,Neutral
1085,18 flight far year 13 delay include 2 cancelled flirtation late flight reason crew need mandatory sleep mexico,0.8,-0.09999999999999999,Negative
1086,great hear thankyou much greatly appreciate reply feel much settle,0.5666666666666667,0.6,Positive
1087,counter agent du deserve medal thankyou,0.0,0.0,Neutral
1088,saga melissaafrancis bag delay united reunion force go shop stay tune,0.0,0.0,Neutral
1089,flight 211 ord gate agent try prevent take onboard bag i ve use 15 year flight crew reasonable,0.6,0.2,Positive
1090,thank literally call preboarding ran,0.0,0.0,Neutral
1091,guy split charge credit card make unnecessarily expensive people fly guy,0.8,0.15000000000000002,Positive
1092,ua381 14 feb point overselling flight bad make people wait ihr kick boarding worse,0.6333333333333333,-0.5499999999999999,Negative
1093,brilliant thankyou much class part carryon,0.6,0.55,Positive
1094,gate ua5396 leave,0.0,0.0,Neutral
1095,thank listen compliant right thing appreciate work,0.5357142857142857,0.2857142857142857,Positive
1096,i ve since i ve cancel lighted flight twice,0.0,0.0,Neutral
1097,chance wait ord afternoon another flight screw hold 5396,0.0,0.0,Neutral
1098,ua5396 wait ground try get gate move crap,0.8,-0.8,Negative
1099,mex date tad get 200 300 usd difference quotation september compare mex bok,0.0,0.0,Neutral
1100,fails southwestair save day,0.3,-0.5,Negative
1101,well keep connection ord wa board ten minute open get plane land hour late flight,0.3666666666666667,-0.09999999999999999,Negative
1102,united gold number i ve hold 24 minute think may lose nowhereland gold reservation help,0.0,0.0,Neutral
1103,great ready go home,0.625,0.5,Positive
1104,wow even answer back awesome americana airway customer service usairwaysfail,0.6666666666666666,0.3666666666666667,Positive
1105,first time fly u medical info look practical like adapted seat cushion allow,0.41111111111111115,0.35000000000000003,Positive
1106,noooooooooooooooooooooope,0.0,0.0,Neutral
1107,oh sure plan occur absolutely consistently usually flight cancel lighted daily,0.3796296296296296,0.08333333333333333,Positive
1108,jms2802 outsource unite airline customer love outsource outsource outsource,0.6,0.5,Positive
1109,hi im fly sfo lax sal clo connect time lax 1h45m enough time collect bag recheck av,0.7,0.4,Positive
1110,thank need follow back tho otherwise ca,0.0,0.0,Neutral
1111,get well i d suggest get senior manager gate retrain gate people,0.0,0.0,Neutral
1112,state foundation faith judo cristian ideology help t co mwbk68k0a3,0.0,0.0,Neutral
